age,overall,potential,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,dribbling,physic,attacking_crossing,attacking_heading_accuracy,attacking_volleys,skill_curve,skill_long_passing,movement_agility,movement_reactions,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure_boxcox,passing_boxcox,mentality_vision_boxcox,value_eur_boxcox,wage_eur_boxcox,skill_fk_accuracy_boxcox,defending_boxcox,mentality_aggression_boxcox,defending_marking_boxcox,mentality_interceptions_boxcox,defending_standing_tackle_boxcox,pca_0,pca_1,position1_RW position2_ LW,position1_LW,position1_LW position2_ RW,position2_ LW,position1_LW preferred_foot_Right,position1_RW preferred_foot_Left,position1_RW,position2_ LW preferred_foot_Right,position2_ ST,position1_ST preferred_foot_Right,position1_ST,position1_ST position2_NA,position2_NA preferred_foot_Right,position2_NA
20.0,76.0,85.0,1.0,3.0,4.0,1.0,91.0,73.0,80.0,72.0,66.0,67.0,72.0,63.0,52.0,82.0,72.0,75.0,76.0,74.0,67.0,67.0,60.0,2.371207047886076,3.657355585998256,2.4260653230427836,29.430691374991035,9.36176079408051,1.6319358029636863,1.5870200836401955,2.9689091273450323,3.1927507764234835,2.1159500510451563,2.3871566370309916,3.610489289938079,0.5369566124152688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
21.0,76.0,85.0,1.0,4.0,3.0,2.0,80.0,74.0,75.0,63.0,58.0,67.0,72.0,56.0,60.0,75.0,77.0,70.0,76.0,67.0,64.0,78.0,74.0,2.4171166806857496,3.669271294834339,2.452192723594851,29.430691374991035,6.776922358580213,1.5818604148991797,1.6086294288637202,2.6991658877839786,3.042098705110072,2.230775485956728,2.4829864931545154,2.625391320616122,1.7333762020718761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,76.0,84.0,1.0,4.0,3.0,2.0,80.0,74.0,77.0,65.0,65.0,67.0,64.0,43.0,67.0,76.0,68.0,74.0,76.0,72.0,67.0,79.0,69.0,2.371207047886076,3.632918739106135,2.374771561168574,29.304966347316874,9.48031859626992,1.595268090699677,1.5603345121009968,2.6508899363128573,3.120499448055245,1.734378707447546,2.2682751741622194,2.2941496231417684,1.3887440342050752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21.0,76.0,84.0,2.0,3.0,3.0,1.0,75.0,80.0,74.0,65.0,42.0,72.0,76.0,67.0,54.0,74.0,68.0,86.0,70.0,76.0,78.0,72.0,76.0,2.3751275013795037,3.620384086261647,2.4438101068993,29.304966347316874,9.422903621045004,1.6533839458817368,1.5870200836401955,2.633649086018807,3.2268553762011907,1.972769276095106,2.437419988060028,1.7233904208411088,1.9369653286795034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,76.0,84.0,1.0,3.0,4.0,1.0,82.0,65.0,82.0,52.0,74.0,45.0,62.0,67.0,59.0,86.0,76.0,70.0,66.0,49.0,65.0,68.0,59.0,2.367211645999765,3.71505947009366,2.4438101068993,29.304966347316874,10.107236568245103,1.637517830954246,1.6223825722473741,2.7288134099440176,3.6273464341756405,2.1045487405875205,2.524608988047229,2.1168568572516695,-0.00646533169861293,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,76.0,84.0,1.0,3.0,4.0,1.0,82.0,76.0,75.0,64.0,69.0,60.0,66.0,74.0,69.0,74.0,75.0,77.0,68.0,66.0,74.0,79.0,62.0,2.4040644897009384,3.7581084795692794,2.471881442890435,29.304966347316874,10.553623797284766,1.6279555338586442,1.6134184734317776,2.924567491750992,3.408523379599576,2.0671218500640998,2.5809018180763257,3.0218044302750786,1.671173336613203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22.0,76.0,83.0,1.0,3.0,4.0,1.0,81.0,75.0,80.0,63.0,66.0,58.0,69.0,52.0,48.0,79.0,71.0,76.0,66.0,67.0,63.0,81.0,67.0,2.3415121169760162,3.632918739106135,2.4260653230427836,29.17403131681848,10.33460038821119,1.5818604148991797,1.5928313209959937,2.842818680610953,3.4618752396127466,1.9907918488466652,2.437419988060028,2.5649509993414146,1.4576161143329691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,76.0,83.0,2.0,2.0,4.0,1.0,71.0,73.0,81.0,64.0,64.0,74.0,72.0,78.0,59.0,83.0,72.0,72.0,59.0,68.0,73.0,76.0,58.0,2.3864630823972273,3.726065858047168,2.4602764430523325,29.17403131681848,10.162738632295264,1.6299731250720593,1.6223825722473741,2.9603940554432904,3.7673584361416337,1.9907918488466652,2.437419988060028,1.5616038326596244,2.2359827506938696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,76.0,82.0,1.0,4.0,3.0,2.0,75.0,74.0,74.0,74.0,48.0,80.0,70.0,63.0,46.0,66.0,74.0,75.0,74.0,73.0,68.0,78.0,67.0,2.327410330499422,3.526012402091934,2.33782896758502,29.037418227811735,9.917814634659484,1.6094884457631997,1.6134184734317776,3.059765154115313,3.1927507764234835,2.1159500510451563,2.5809018180763257,1.4074389681356976,1.4566453896747469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22.0,76.0,81.0,1.0,5.0,3.0,2.0,88.0,76.0,76.0,72.0,74.0,68.0,67.0,68.0,53.0,83.0,71.0,80.0,82.0,68.0,75.0,77.0,64.0,2.3547494316111752,3.71505947009366,2.4438101068993,29.037418227811735,10.553623797284766,1.6459226098973267,1.6223825722473741,3.031577568321817,3.408523379599576,2.157157065982224,2.5809018180763257,3.384480159655222,0.9267253840346099,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,76.0,81.0,1.0,3.0,3.0,1.0,76.0,78.0,75.0,60.0,63.0,59.0,67.0,69.0,58.0,80.0,74.0,81.0,69.0,61.0,80.0,80.0,76.0,2.3460159048911846,3.71505947009366,2.4680796845666353,29.037418227811735,9.7663081887645,1.6426845487593575,1.5870200836401955,2.807873324028849,3.3806350104178944,2.080178597715053,2.300717864846649,2.281430226242611,2.0228179390390055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,76.0,80.0,1.0,4.0,4.0,1.0,87.0,74.0,77.0,62.0,72.0,49.0,67.0,71.0,55.0,79.0,74.0,74.0,71.0,59.0,75.0,76.0,66.0,2.3789754533607326,3.7038821685383696,2.4438101068993,28.894592104479393,9.98529214428096,1.6505012639124743,1.6086294288637202,2.9603940554432904,3.408523379599576,2.023813556683207,2.614985836526234,3.1646041486697927,0.7722432524476799,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,75.0,86.0,1.0,3.0,4.0,1.0,77.0,62.0,79.0,58.0,69.0,42.0,63.0,67.0,72.0,80.0,78.0,61.0,73.0,56.0,59.0,69.0,52.0,2.3972057885982596,3.7581084795692794,2.4864677077197346,29.304966347316874,8.877043404472065,1.6410052857720987,1.6134184734317776,2.842818680610953,3.536488086401089,2.0671218500640998,2.5809018180763257,1.711528582769207,0.5995456958463055,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,75.0,86.0,1.0,4.0,4.0,2.0,88.0,72.0,80.0,59.0,71.0,52.0,67.0,72.0,54.0,84.0,67.0,77.0,67.0,53.0,76.0,66.0,66.0,2.3901071149010584,3.6809936765250417,2.4438101068993,29.304966347316874,9.98529214428096,1.6338459868174404,1.6265857665365608,2.993493431583531,3.7099677416126773,2.039002486113477,2.598256772883575,2.8771668011541376,-0.07428095569375902,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,75.0,86.0,1.0,3.0,3.0,1.0,77.0,76.0,77.0,62.0,67.0,69.0,64.0,70.0,56.0,81.0,71.0,78.0,71.0,65.0,72.0,72.0,76.0,2.3415121169760162,3.7038821685383696,2.4438101068993,29.304966347316874,9.95215934519482,1.6574772143950043,1.6382224343489344,2.770031620929496,3.5830472137262643,2.039002486113477,2.7042489736752495,2.115261625997478,1.7831684971130664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,75.0,86.0,1.0,4.0,4.0,2.0,87.0,72.0,75.0,71.0,62.0,58.0,65.0,72.0,52.0,75.0,73.0,77.0,70.0,77.0,62.0,78.0,63.0,2.3972057885982596,3.657355585998256,2.4438101068993,29.304966347316874,9.917814634659484,1.6338459868174404,1.5744294286224392,2.9603940554432904,3.120499448055245,1.972769276095106,2.437419988060028,2.9453924936449587,0.5742456298634121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,75.0,85.0,1.0,3.0,3.0,2.0,79.0,76.0,75.0,49.0,72.0,47.0,68.0,82.0,59.0,79.0,72.0,77.0,67.0,47.0,81.0,73.0,78.0,2.367211645999765,3.7475856781777663,2.4680796845666353,29.037418227811735,10.517425817057603,1.6683403194340556,1.6382224343489344,2.6157680363213194,3.7099677416126773,2.039002486113477,2.730467570204264,2.2592301638744443,1.2442803287854078,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,75.0,85.0,1.0,4.0,3.0,2.0,78.0,69.0,76.0,57.0,70.0,41.0,50.0,70.0,65.0,76.0,73.0,71.0,72.0,54.0,75.0,74.0,49.0,2.358985601014023,3.7369063321857023,2.464212036551792,29.17403131681848,10.535699817074326,1.621546632405492,1.654930179118187,2.842818680610953,3.6273464341756405,2.2236128188732485,2.8220712275469753,2.0155628757260087,0.9471054562589165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,75.0,85.0,1.0,4.0,3.0,2.0,93.0,67.0,79.0,63.0,68.0,62.0,56.0,62.0,65.0,90.0,71.0,72.0,88.0,54.0,66.0,69.0,59.0,2.3901071149010584,3.6809936765250417,2.430630996537485,29.17403131681848,9.534433228750194,1.595268090699677,1.660843982556127,2.8314665414551285,3.8556259819623597,2.2574287078800133,2.598256772883575,3.3533259065886893,-0.5846206398751154,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,75.0,84.0,1.0,3.0,3.0,1.0,67.0,76.0,76.0,69.0,40.0,73.0,70.0,40.0,57.0,73.0,70.0,73.0,66.0,72.0,74.0,72.0,70.0,2.358985601014023,3.581426744075639,2.435108384088105,29.037418227811735,9.585605513004229,1.5660762014595013,1.5744294286224392,3.0013861682475116,2.956416510933351,1.9907918488466652,2.3599679246294123,0.9199624941895221,2.739403196548145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23.0,75.0,84.0,1.0,4.0,3.0,2.0,80.0,70.0,72.0,81.0,56.0,73.0,48.0,65.0,64.0,61.0,67.0,75.0,74.0,85.0,63.0,80.0,60.0,2.3751275013795037,3.632918739106135,2.4214082237817545,29.037418227811735,10.378423605368333,1.5238264859434651,1.641810592110467,3.117010997655247,3.7099677416126773,2.0926387391240224,2.6905401457906737,2.1052119322831997,0.9156933674718621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,75.0,84.0,1.0,3.0,4.0,1.0,81.0,67.0,80.0,60.0,75.0,56.0,68.0,76.0,61.0,77.0,76.0,77.0,74.0,55.0,66.0,74.0,65.0,2.41069717876765,3.7369063321857023,2.456270754831897,29.037418227811735,8.877043404472065,1.6533839458817368,1.6382224343489344,2.9338026422851633,3.3518715062468516,2.2869217741539196,2.6764006978370904,1.9465995108082517,0.11671916184629558,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,75.0,83.0,1.0,3.0,3.0,2.0,77.0,75.0,75.0,66.0,70.0,65.0,72.0,72.0,68.0,76.0,74.0,75.0,68.0,69.0,73.0,75.0,75.0,2.327410330499422,3.7369063321857023,2.456270754831897,28.894592104479393,9.422903621045004,1.6547780318037075,1.617997928600929,2.895641653318523,3.408523379599576,2.039002486113477,2.631129548772585,2.1267476386907704,1.7377464687227973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,75.0,83.0,1.0,3.0,3.0,2.0,82.0,73.0,71.0,79.0,63.0,72.0,68.0,43.0,58.0,73.0,69.0,78.0,77.0,83.0,61.0,71.0,81.0,2.3751275013795037,3.64524026512297,2.430630996537485,28.894592104479393,9.422903621045004,1.595268090699677,1.603614402736107,3.066527246283598,3.1927507764234835,1.8620714456608367,2.631129548772585,2.4266541595744284,1.1715235888638824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,75.0,83.0,1.0,4.0,3.0,2.0,84.0,71.0,75.0,70.0,57.0,69.0,58.0,52.0,52.0,74.0,69.0,72.0,68.0,75.0,58.0,78.0,61.0,2.367211645999765,3.620384086261647,2.4260653230427836,28.894592104479393,9.296373852710122,1.604093855567058,1.6382224343489344,2.924567491750992,3.5830472137262643,2.1755155078023227,2.6467247269776513,2.7016175984387005,1.102936933373718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21.0,75.0,83.0,1.0,3.0,4.0,1.0,92.0,71.0,79.0,67.0,70.0,74.0,61.0,62.0,58.0,85.0,73.0,75.0,74.0,59.0,66.0,65.0,56.0,2.363138728697335,3.632918739106135,2.3913478226602582,28.894592104479393,9.534433228750194,1.5921064073932165,1.6344951701995893,3.066527246283598,3.5830472137262643,1.77105455707282,2.7786642554374215,3.2494610771932426,-0.12943598561356123,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,75.0,83.0,1.0,4.0,4.0,2.0,86.0,68.0,80.0,65.0,74.0,57.0,70.0,76.0,66.0,87.0,73.0,75.0,71.0,63.0,67.0,73.0,63.0,2.41069717876765,3.71505947009366,2.4395004728599083,28.894592104479393,9.067620471467485,1.6319358029636863,1.617997928600929,2.9603940554432904,3.4874285823066398,2.007772700040432,2.6467247269776513,2.461482307585777,-0.3394225596630805,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
23.0,75.0,82.0,1.0,3.0,3.0,1.0,82.0,77.0,75.0,72.0,72.0,50.0,68.0,87.0,68.0,76.0,69.0,88.0,77.0,70.0,81.0,73.0,74.0,2.382753237789252,3.7581084795692794,2.456270754831897,28.744937560864823,9.98529214428096,1.676555573438568,1.6579359730937315,3.073182145081887,3.690004171414334,2.237728156165738,2.7786642554374215,2.4572859543296692,0.8492775518445639,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,75.0,82.0,1.0,4.0,4.0,1.0,86.0,74.0,78.0,62.0,68.0,51.0,66.0,67.0,60.0,76.0,75.0,75.0,69.0,69.0,71.0,77.0,64.0,2.382753237789252,3.6809936765250417,2.430630996537485,28.744937560864823,9.680289712292744,1.647484519519154,1.5808957798817103,2.6508899363128573,3.322176733552333,2.0534161915355966,2.3599679246294123,2.841066243062066,0.7487004935344919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20.0,75.0,82.0,1.0,4.0,3.0,2.0,86.0,75.0,72.0,71.0,58.0,69.0,64.0,57.0,59.0,71.0,74.0,73.0,74.0,72.0,74.0,75.0,70.0,2.363138728697335,3.632918739106135,2.406854460075256,28.744937560864823,10.378423605368333,1.6505012639124743,1.6306196274567961,3.009136351635666,3.6487145323364447,2.007772700040432,2.614985836526234,2.9259401862113905,0.8473921366194265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,75.0,81.0,1.0,4.0,3.0,2.0,74.0,75.0,76.0,70.0,70.0,58.0,78.0,69.0,68.0,81.0,75.0,72.0,82.0,62.0,74.0,76.0,68.0,2.4040644897009384,3.7475856781777663,2.464212036551792,28.744937560864823,9.63413822309376,1.6533839458817368,1.6636593695971331,3.059765154115313,3.669593204826089,2.2574287078800133,2.811620383848271,1.9939585881354758,2.227535106787151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22.0,75.0,81.0,1.0,3.0,3.0,1.0,75.0,73.0,72.0,69.0,61.0,67.0,72.0,63.0,59.0,74.0,78.0,74.0,71.0,67.0,59.0,82.0,73.0,2.358985601014023,3.6809936765250417,2.4438101068993,28.744937560864823,10.288626419842087,1.6279555338586442,1.641810592110467,3.073182145081887,3.2914889981485307,2.0534161915355966,2.8799261140340104,1.886397133722201,1.9471193277595935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,75.0,81.0,2.0,4.0,3.0,2.0,68.0,76.0,79.0,64.0,65.0,62.0,74.0,81.0,59.0,78.0,73.0,84.0,60.0,66.0,76.0,77.0,69.0,2.3547494316111752,3.669271294834339,2.380423874938849,28.744937560864823,9.534433228750194,1.6625473114613705,1.5928313209959937,2.9854531935071913,3.120499448055245,2.1373712961864126,2.4607388081473687,0.7296007636944348,1.851762617360625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,75.0,81.0,1.0,3.0,3.0,1.0,77.0,73.0,73.0,69.0,59.0,75.0,67.0,68.0,47.0,75.0,73.0,76.0,75.0,74.0,64.0,74.0,66.0,2.367211645999765,3.581426744075639,2.380423874938849,28.744937560864823,6.776922358580213,1.6319358029636863,1.6382224343489344,2.807873324028849,3.7486275832390197,2.0926387391240224,2.562876198719709,1.5270554634875328,1.1465027548657127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,75.0,80.0,1.0,3.0,4.0,2.0,88.0,67.0,81.0,55.0,67.0,31.0,54.0,68.0,60.0,87.0,67.0,82.0,66.0,56.0,68.0,68.0,58.0,2.332213098568945,3.6925287265801496,2.4480399959475854,28.587741714994923,10.670308352850698,1.637517830954246,1.6265857665365608,2.770031620929496,3.6054656468827866,2.039002486113477,2.7786642554374215,2.5925848156309046,-0.6949872228623839,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,75.0,80.0,1.0,2.0,4.0,2.0,83.0,70.0,80.0,67.0,67.0,48.0,73.0,82.0,68.0,80.0,68.0,78.0,73.0,66.0,70.0,67.0,45.0,2.3789754533607326,3.726065858047168,2.4395004728599083,28.587741714994923,9.067620471467485,1.6505012639124743,1.5870200836401955,3.031577568321817,3.408523379599576,2.007772700040432,2.3871566370309916,2.4721963572606507,0.484537078980786,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.0,74.0,88.0,1.0,3.0,4.0,2.0,85.0,64.0,81.0,60.0,66.0,53.0,59.0,67.0,65.0,85.0,65.0,65.0,66.0,60.0,60.0,64.0,55.0,2.363138728697335,3.6925287265801496,2.4260653230427836,29.304966347316874,10.048243514040886,1.6443231238591849,1.5928313209959937,2.875254174432316,3.000250483928517,2.007772700040432,2.614985836526234,2.495810727358845,0.07393183660671283,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,74.0,87.0,1.0,5.0,3.0,1.0,81.0,73.0,74.0,60.0,53.0,71.0,66.0,41.0,68.0,73.0,70.0,71.0,69.0,68.0,68.0,70.0,58.0,2.4040644897009384,3.657355585998256,2.452192723594851,29.037418227811735,9.150189867421469,1.5660762014595013,1.5603345121009968,2.4920953280664286,2.956416510933351,1.8875624493268246,2.3599679246294123,2.631977598217852,1.6435532004442168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20.0,74.0,85.0,1.0,4.0,3.0,2.0,85.0,73.0,70.0,76.0,64.0,75.0,66.0,59.0,49.0,74.0,68.0,73.0,75.0,77.0,71.0,72.0,67.0,2.367211645999765,3.620384086261647,2.4118063625038606,28.894592104479393,9.845111623926627,1.5854108154005266,1.6223825722473741,3.052892616746913,3.4618752396127466,2.0926387391240224,2.66180490292127,2.5178861680433164,0.6779647417509299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,74.0,85.0,1.0,4.0,4.0,1.0,76.0,74.0,80.0,63.0,64.0,64.0,63.0,63.0,56.0,75.0,69.0,77.0,69.0,61.0,74.0,76.0,60.0,2.3751275013795037,3.64524026512297,2.4438101068993,28.894592104479393,10.078203563969014,1.6299731250720593,1.5808957798817103,2.9603940554432904,3.3518715062468516,1.8042115375086012,2.437419988060028,1.4185451389910284,1.1821706595586552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,74.0,84.0,1.0,3.0,3.0,2.0,83.0,71.0,75.0,72.0,52.0,68.0,65.0,69.0,48.0,73.0,68.0,73.0,72.0,76.0,65.0,72.0,71.0,2.3864630823972273,3.620384086261647,2.4395004728599083,28.587741714994923,10.162738632295264,1.6279555338586442,1.645268042229408,3.0013861682475116,3.6487145323364447,2.157157065982224,2.717550844594457,2.3902593554532308,0.6633404657333163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,74.0,83.0,1.0,4.0,3.0,2.0,78.0,74.0,73.0,60.0,51.0,68.0,75.0,62.0,47.0,78.0,72.0,77.0,68.0,62.0,68.0,76.0,75.0,2.4006642350850753,3.607629034238105,2.456270754831897,28.42217228814031,9.36176079408051,1.604093855567058,1.5870200836401955,2.770031620929496,3.1927507764234835,2.0926387391240224,2.4129304840341366,1.8666212862911387,1.216217451496396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,74.0,83.0,1.0,3.0,3.0,2.0,71.0,74.0,71.0,69.0,54.0,70.0,69.0,59.0,53.0,61.0,72.0,73.0,69.0,74.0,66.0,76.0,68.0,2.3936873687713716,3.607629034238105,2.396629382113392,28.587741714994923,9.7663081887645,1.619281820247202,1.5744294286224392,2.924567491750992,3.3518715062468516,2.023813556683207,2.156582596347263,1.2753875900073395,2.128293736594551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,74.0,82.0,1.0,2.0,4.0,2.0,96.0,60.0,84.0,75.0,71.0,40.0,52.0,65.0,52.0,84.0,62.0,74.0,73.0,81.0,55.0,60.0,47.0,2.3751275013795037,3.620384086261647,2.3859475934604477,28.42217228814031,10.605423269861317,1.595268090699677,1.5983551549263135,2.9854531935071913,3.120499448055245,2.0926387391240224,2.66180490292127,2.989623255375598,-2.0773221550607692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,74.0,82.0,1.0,4.0,3.0,2.0,78.0,72.0,69.0,75.0,59.0,71.0,70.0,59.0,57.0,70.0,68.0,77.0,74.0,79.0,60.0,74.0,56.0,2.41069717876765,3.607629034238105,2.4260653230427836,28.42217228814031,10.605423269861317,1.561674260016329,1.5870200836401955,2.9854531935071913,3.5122873890436455,1.8620714456608367,2.300717864846649,1.6498338462034092,1.065855562902527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,74.0,82.0,1.0,5.0,4.0,1.0,74.0,74.0,76.0,70.0,58.0,72.0,64.0,65.0,43.0,76.0,68.0,70.0,76.0,75.0,72.0,74.0,74.0,2.382753237789252,3.620384086261647,2.452192723594851,28.42217228814031,9.36176079408051,1.604093855567058,1.6134184734317776,2.8647004825218096,3.4874285823066398,2.1665032007147063,2.3599679246294123,1.5652614318025928,1.694966608240608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23.0,74.0,81.0,1.0,2.0,3.0,1.0,67.0,71.0,69.0,72.0,40.0,76.0,66.0,42.0,55.0,61.0,73.0,77.0,70.0,79.0,59.0,74.0,65.0,2.3460159048911846,3.567962981655709,2.430630996537485,28.24724915791505,9.98529214428096,1.5522199596737745,1.6134184734317776,2.9689091273450323,3.3518715062468516,2.080178597715053,2.5441303066232113,0.6151905288057832,2.209983727280085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,74.0,81.0,1.0,4.0,3.0,2.0,86.0,75.0,73.0,76.0,55.0,54.0,58.0,63.0,53.0,79.0,68.0,79.0,75.0,77.0,72.0,77.0,67.0,2.363138728697335,3.620384086261647,2.4118063625038606,28.24724915791505,10.311895322655495,1.6357059499791047,1.6344951701995893,3.073182145081887,3.3806350104178944,2.1665032007147063,2.743019296624534,2.8347644795829714,0.5659553024389901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,74.0,81.0,1.0,2.0,4.0,2.0,89.0,71.0,77.0,69.0,47.0,62.0,65.0,76.0,61.0,82.0,73.0,75.0,76.0,72.0,60.0,74.0,65.0,2.3460159048911846,3.607629034238105,2.380423874938849,28.24724915791505,9.226111390203178,1.6574772143950043,1.6306196274567961,2.915134377194075,3.669593204826089,2.039002486113477,2.614985836526234,2.91765035147362,0.07106823196595963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23.0,74.0,80.0,1.0,4.0,4.0,2.0,79.0,70.0,77.0,50.0,74.0,47.0,66.0,71.0,63.0,82.0,68.0,71.0,65.0,44.0,70.0,67.0,62.0,2.358985601014023,3.7369063321857023,2.471881442890435,28.06180685925809,10.162738632295264,1.6505012639124743,1.617997928600929,2.8198228302242483,3.6054656468827866,2.1665032007147063,2.5441303066232113,1.9499383052371042,0.89951258800578,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,74.0,80.0,1.0,3.0,3.0,2.0,82.0,70.0,74.0,61.0,68.0,58.0,53.0,60.0,59.0,82.0,70.0,70.0,68.0,68.0,68.0,73.0,60.0,2.3016927392641993,3.7038821685383696,2.464212036551792,28.06180685925809,10.162738632295264,1.6299731250720593,1.6518210276354588,2.6675318940922548,3.560064316576236,2.230775485956728,2.789929462685774,2.4021252099844856,0.84697113906887,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
